Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,110.000000,114.800003,109.050003,113.959999,113.959999,5926500
2020-02-25,115.120003,116.800003,108.139999,109.919998,109.919998,5461200
2020-02-26,115.330002,118.199997,111.550003,112.510002,112.510002,7231900
2020-02-27,110.339996,111.500000,103.500000,106.139999,106.139999,7833600
2020-02-28,88.000000,91.769997,85.000000,89.650002,89.650002,13209600
2020-03-02,95.000000,96.800003,90.300003,96.099998,96.099998,7240500
2020-03-03,101.599998,101.668999,94.629997,95.430000,95.430000,9611900
2020-03-04,99.019997,101.930000,97.699997,101.889999,101.889999,6576800
2020-03-05,99.239998,100.250000,95.070000,95.870003,95.870003,4337400
2020-03-06,92.900002,96.440002,91.599998,96.089996,96.089996,4210300
2020-03-09,85.500000,91.650002,82.220001,87.959999,87.959999,5221200
2020-03-10,92.050003,92.889999,85.610001,90.980003,90.980003,4388300
2020-03-11,87.870003,89.519997,81.325996,82.639999,82.639999,4175500
2020-03-12,72.500000,76.110001,68.849998,74.000000,74.000000,7099000
2020-03-13,76.010002,79.446999,68.610001,73.059998,73.059998,5494000
2020-03-16,63.820000,66.190002,60.139999,61.549999,61.549999,5988700
2020-03-17,61.560001,65.889999,57.759998,60.320000,60.320000,5631500
2020-03-18,56.150002,58.307999,51.000000,54.020000,54.020000,4744600
2020-03-19,52.049999,58.799999,48.180000,57.330002,57.330002,5759800
2020-03-20,59.610001,63.478001,54.150002,57.990002,57.990002,5121500
2020-03-23,57.509998,60.869999,55.110001,57.549999,57.549999,3675500
2020-03-24,62.349998,69.750000,62.000000,67.430000,67.430000,5678800
2020-03-25,73.129997,78.599998,70.564003,73.000000,73.000000,6706100
2020-03-26,69.500000,72.959999,66.419998,71.099998,71.099998,7950000
2020-03-27,68.169998,68.214996,64.220001,66.120003,66.120003,4075700
2020-03-30,67.000000,68.500000,63.820000,66.089996,66.089996,3106700
2020-03-31,67.199997,69.000000,65.339996,66.599998,66.599998,2564600
2020-04-01,64.199997,65.680000,63.189999,64.180000,64.180000,2368500
2020-04-02,63.860001,63.970001,57.000000,57.950001,57.950001,4847400
2020-04-03,59.009998,60.849998,57.119999,59.910000,59.910000,3221600
2020-04-06,62.750000,66.660004,62.049999,65.919998,65.919998,3839100
2020-04-07,70.010002,71.800003,65.293999,67.430000,67.430000,4450300
2020-04-08,68.349998,71.400002,67.389999,69.470001,69.470001,2387000
2020-04-09,71.680000,74.720001,70.599998,72.300003,72.300003,3338300
2020-04-13,73.010002,77.160004,71.230003,76.669998,76.669998,3299200
2020-04-14,79.989998,82.629997,77.199997,78.050003,78.050003,4982600
2020-04-15,76.709999,77.000000,72.620003,74.699997,74.699997,2968500
2020-04-16,75.419998,76.070000,72.900002,74.820000,74.820000,2040500
2020-04-17,77.779999,78.000000,75.330002,76.910004,76.910004,2131100
2020-04-20,76.239998,83.620003,76.000000,79.120003,79.120003,4607000
2020-04-21,87.510002,92.000000,82.102997,84.959999,84.959999,13184900
2020-04-22,87.000000,90.389999,85.139999,88.459999,88.459999,6116900
2020-04-23,89.870003,101.559998,89.294998,99.779999,99.779999,11319900
2020-04-24,105.000000,113.480003,103.000000,108.779999,108.779999,21184600
